,Month,canolaPrice,soybeanOilPrice,cornOilPrice,soybeanMealPrice,cottonseedmealPrice,sunflowerseedMealPrice,linseedMealPrice
122,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
123,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
124,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
125,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
126,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
127,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
128,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
129,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
130,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
131,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
132,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
133,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
134,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
135,5,18.5,29.4,29.65,393.55,262.5,201.5,267.5
136,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
137,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
138,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
139,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
140,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
141,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
142,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
143,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
144,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
145,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
146,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
147,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
148,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
149,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
150,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
151,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
152,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
153,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
154,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
155,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
156,6,17.2,28.3,29.54,355.71,257.5,175.63,271.25
157,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
158,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
159,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
160,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
161,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
162,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
163,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
164,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
165,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
166,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
167,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
168,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
169,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
170,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
171,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
172,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
173,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
174,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
175,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
176,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
177,7,17.1,27.21,28.76,341.08,253.13,155.5,278.0
178,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
179,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
180,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
181,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
182,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
183,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
184,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
185,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
186,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
187,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
188,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
189,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
190,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
191,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
192,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
193,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
194,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
195,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
196,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
197,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
198,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
199,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
200,8,15.3,27.6,26.8,332.5,260.0,153.13,265.63
201,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
202,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
203,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
204,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
205,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
206,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
207,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
208,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
209,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
210,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
211,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
212,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
213,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
214,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
215,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
216,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
217,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
218,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
219,9,15.2,27.73,26.46,318.32,258.75,150.63,235.0
220,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
221,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
222,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
223,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
224,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
225,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
226,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
227,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
228,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
229,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
230,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
231,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
232,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
233,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
234,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
235,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
236,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
237,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
238,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
239,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
240,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
241,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
242,10,15.6,28.89,27.18,319.15,249.0,164.0,196.5
243,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
244,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
245,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
246,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
247,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
248,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
249,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
250,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
251,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
252,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
253,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
254,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
255,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
256,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
257,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
258,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
259,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
260,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
261,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
262,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
263,11,16.0,27.49,26.37,310.62,240.0,171.25,209.38
264,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
265,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
266,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
267,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
268,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
269,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
270,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
271,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
272,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
273,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
274,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
275,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
276,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
277,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
278,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
279,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
280,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
281,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
282,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
283,12,16.3,28.14,26.46,311.7,243.75,187.5,225.83
284,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
285,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
286,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
287,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
288,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
289,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
290,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
291,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
292,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
293,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
294,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
295,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
296,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
297,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
298,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
299,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
300,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
301,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
302,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
303,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
304,1,16.7,28.44,26.21,314.92,247.5,190.5,219.0
305,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
306,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
307,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
308,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
309,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
310,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
311,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
312,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
313,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
314,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
315,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
316,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
317,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
318,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
319,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
320,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
321,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
322,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
323,2,16.2,29.58,25.65,306.83,235.0,187.5,225.0
324,3,15.8,28.62,26.72,306.38,226.25,189.38,235.63
325,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
326,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
327,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
328,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
329,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
330,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
331,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
332,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
333,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
334,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
335,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
336,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
337,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
338,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
339,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
340,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
341,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
342,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
343,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
344,3,15.8,27.86,27.94,304.26,216.5,166.5,241.5
345,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
346,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
347,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
348,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
349,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
350,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
351,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
352,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
353,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
354,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
355,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
356,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
357,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
358,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
359,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
360,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
361,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
362,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
363,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
364,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
365,4,15.8,27.86,27.94,304.26,216.5,166.5,241.5
366,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
367,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
368,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
369,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
370,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
371,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
372,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
373,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
374,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
375,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
376,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
377,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
378,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
379,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
380,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
381,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
382,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
383,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
384,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
385,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
386,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
387,5,15.2,26.93,27.76,297.52,215.0,141.25,233.75
388,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
389,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
390,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
391,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
392,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
393,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
394,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
395,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
396,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
397,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
398,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
399,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
400,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
401,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
402,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
403,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
404,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
405,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
406,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
407,6,14.9,28.24,27.38,324.75,215.63,143.13,228.88
