,Date,closePrice,totalSoybeanMealSupply,totalSoybeanMealDemand,Month
60,2018-02-12,11.534989953041075,4.817994654178619,4.465177655220032,2.0
61,2018-02-13,11.596278905868528,5.002371609210968,4.522467136383057,2.0
62,2018-02-14,11.550022721290587,5.592154681682587,4.931985825300217,2.0
63,2018-02-15,11.37095522880554,7.121684432029724,6.246937036514282,2.0
64,2018-02-16,11.26369923353195,9.376672446727753,8.318136215209961,2.9999999999999996
65,2018-02-20,11.413681387901304,10.698503077030182,9.595280945301056,2.9999999999999996
66,2018-02-21,11.587917387485502,11.115152955055235,9.921466052532196,2.9999999999999996
67,2018-02-22,11.668820798397062,11.182649612426756,9.871205806732178,2.9999999999999996
68,2018-02-23,11.67402797937393,11.13026964664459,9.749914944171906,2.9999999999999996
69,2018-02-26,11.63049930334091,11.030630350112913,9.632941544055939,2.9999999999999996
70,2018-02-27,11.561064541339872,10.911546409130096,9.528243243694305,2.9999999999999996
71,2018-02-28,11.483586907386778,10.789433360099792,9.430524349212646,2.9999999999999996
72,2018-03-01,11.579242467880247,11.004800975322722,9.593271374702454,2.9999999999999996
73,2018-03-02,11.521114408969877,11.03894531726837,9.613784074783325,2.9999999999999996
74,2018-03-05,11.47188878059387,11.055905699729918,9.605265200138092,2.9999999999999996
75,2018-03-06,11.435150682926176,11.058335542678831,9.593232691287994,2.9999999999999996
76,2018-03-07,11.408718109130858,11.045805394649504,9.581160187721252,2.9999999999999996
77,2018-03-08,11.387360930442808,11.030631661415098,9.58341234922409,2.9999999999999996
78,2018-03-09,11.365465462207792,11.006431579589842,9.586822390556335,2.9999999999999996
79,2018-03-12,11.303227126598356,11.001821041107176,9.617307543754578,2.9999999999999996
80,2018-03-13,11.206948041915892,11.002131164073942,9.652086555957794,2.9999999999999996
81,2018-03-14,11.104009509086607,10.972864866256714,9.653795838356018,2.9999999999999996
82,2018-03-15,11.028045773506163,10.89379072189331,9.626008033752441,2.9999999999999996
83,2018-03-16,10.97944563627243,10.66529893875122,9.513602554798126,2.9999999999999996
84,2018-03-19,10.9387526512146,10.155979990959167,9.238710343837738,2.9999999999999996
85,2018-03-20,10.920180678367615,9.52158510684967,8.913209736347198,4.0
86,2018-03-21,10.9050253033638,9.109038949012756,8.734474003314972,4.0
87,2018-03-22,10.898952007293701,8.940103232860565,8.710730254650116,4.0
88,2018-03-23,10.911398231983185,8.879782676696777,8.737014651298523,4.0
89,2018-03-26,10.944494843482971,8.861623764038086,8.758712112903595,4.0
90,2018-03-27,10.977850437164307,8.868059635162354,8.764184176921844,4.0
91,2018-03-28,11.000386476516722,8.894073247909546,8.76261979341507,4.0
92,2018-03-29,11.03081852197647,8.943459510803223,8.77369636297226,4.0
93,2018-04-02,10.933839201927185,8.936871528625488,8.725820064544678,4.0
94,2018-04-03,10.874036610126495,8.999989092350006,8.75378030538559,4.0
95,2018-04-04,10.806979894638062,9.051791429519653,8.795394480228424,4.0
96,2018-04-05,10.775619447231293,9.087367713451385,8.847654461860657,4.0
97,2018-04-06,10.754954636096954,9.096605837345123,8.881638169288635,4.0
98,2018-04-09,10.753156185150146,9.076851725578308,8.894286334514618,4.0
99,2018-04-10,10.766010880470276,9.033498108386993,8.883423507213593,4.0
100,2018-04-11,10.774613678455353,8.972814977169037,8.846088767051697,4.0
101,2018-04-12,10.77672290802002,8.902841925621033,8.790604293346405,4.0
102,2018-04-13,10.77195829153061,8.8312828540802,8.724979519844055,4.0
103,2018-04-16,10.758136510848999,8.762604057788849,8.653695166110992,4.0
104,2018-04-17,10.75166392326355,8.699913322925568,8.588136613368988,4.0
105,2018-04-18,10.754070818424225,8.644883215427399,8.530537009239197,4.0
106,2018-04-19,10.755676507949829,8.595767736434937,8.478924810886383,5.0
107,2018-04-20,10.737469732761383,8.547727525234222,8.431675970554352,5.0
108,2018-04-23,10.689999282360077,8.493550419807434,8.397727012634277,5.0
109,2018-04-24,10.587284982204437,8.427170991897583,8.375620424747467,5.0
110,2018-04-25,10.44215726852417,8.347505450248718,8.362388730049133,5.0
111,2018-04-26,10.278138279914856,8.2633336186409,8.342305481433868,5.0
112,2018-04-27,10.148773729801178,8.1859090924263,8.315387725830078,5.0
113,2018-04-30,10.05304342508316,8.122933149337769,8.278378188610077,5.0
114,2018-05-01,9.969373166561127,8.059687733650208,8.216371297836304,5.0
115,2018-05-02,9.937373459339142,8.03401243686676,8.186611950397491,5.0
116,2018-05-03,9.949701011180878,8.025772869586945,8.177809178829193,5.0
117,2018-05-04,9.989624261856079,8.038977682590485,8.184018194675446,5.0
118,2018-05-07,10.041317105293274,8.070001780986786,8.200742542743683,5.0
119,2018-05-08,10.124802470207214,8.121773302555084,8.232549488544464,5.0
120,2018-05-09,10.224772870540619,8.180745840072632,8.262821555137634,5.0
121,2018-05-10,10.351664304733276,8.232361972332,8.284759640693665,5.0
122,2018-05-11,10.488787174224854,8.24433809518814,8.27654105424881,5.0
123,2018-05-14,10.637795686721802,8.204776763916016,8.235706448554993,5.0
124,2018-05-15,10.789456307888031,8.111591041088104,8.162899672985077,5.0
125,2018-05-16,10.929039180278778,7.9734243750572205,8.065810859203339,5.0
126,2018-05-17,11.040799498558043,7.804653227329254,7.95466685295105,5.0
127,2018-05-18,11.103510558605192,7.616287291049957,7.835536360740662,5.0
128,2018-05-21,11.142694890499113,7.447678744792938,7.730365991592407,5.999999999999999
129,2018-05-22,11.122831940650938,7.2867511510849,7.626134514808655,5.999999999999999
130,2018-05-23,10.904878437519073,7.1558228731155396,7.533483803272247,5.999999999999999
131,2018-05-24,10.657640278339386,7.050830841064453,7.453131139278412,5.999999999999999
132,2018-05-25,10.390886008739471,6.976623594760895,7.384948670864105,5.999999999999999
133,2018-05-29,10.096731424331665,6.9130247831344604,7.318908870220184,5.999999999999999
134,2018-05-30,9.773415446281433,6.8763561844825745,7.267789721488953,5.999999999999999
135,2018-05-31,9.421644866466522,6.861906945705414,7.233039557933807,5.999999999999999
136,2018-06-01,9.02356368303299,6.801105797290802,7.173985064029694,5.999999999999999
137,2018-06-04,8.569247305393219,6.762808561325073,7.144190967082977,5.999999999999999
138,2018-06-05,8.103007912635803,6.7604862451553345,7.164940357208252,5.999999999999999
139,2018-06-06,7.643806278705597,6.771438241004944,7.214646577835083,5.999999999999999
140,2018-06-07,7.182283639907837,6.7819050550460815,7.2765485644340515,5.999999999999999
141,2018-06-08,6.779989242553711,6.7821614146232605,7.333476781845093,5.999999999999999
142,2018-06-11,6.435382962226868,6.760248899459839,7.361138701438904,5.999999999999999
143,2018-06-12,6.158363163471222,6.746485471725464,7.364087164402008,5.999999999999999
144,2018-06-13,5.898839086294174,6.732202112674713,7.312177956104279,5.999999999999999
145,2018-06-14,5.650726944208145,6.759868621826172,7.234967827796936,5.999999999999999
146,2018-06-15,5.409574210643768,6.849154531955719,7.1604766845703125,5.999999999999999
147,2018-06-18,5.200961768627167,7.027738153934479,7.138979852199554,5.999999999999999
148,2018-06-19,5.013955652713776,7.302271723747253,7.185937583446503,5.999999999999999
149,2018-06-20,4.874984830617905,7.690521419048309,7.35467529296875,7.0
150,2018-06-21,4.747690171003342,8.137147665023804,7.598203778266907,7.0
151,2018-06-22,4.6504974365234375,8.572506546974182,7.883828341960907,7.0
152,2018-06-25,4.535053998231888,8.899292230606079,8.082596838474274,7.0
153,2018-06-26,4.424842655658722,9.119107127189636,8.20435255765915,7.0
154,2018-06-27,4.322136223316193,9.247873067855835,8.256465673446655,7.0
155,2018-06-28,4.226005971431732,9.3074671626091,8.247818946838379,7.0
156,2018-06-29,4.145320564508438,9.324108242988586,8.200993657112122,7.0
157,2018-07-02,4.077650159597397,9.344784200191498,8.20510983467102,7.0
158,2018-07-03,4.05444273352623,9.3053697347641,8.167390882968903,7.0
159,2018-07-05,4.0557317435741425,9.240186214447021,8.088187575340271,7.0
160,2018-07-06,4.139082372188568,9.230407178401947,8.048607230186462,7.0
161,2018-07-09,4.274720519781113,9.184528648853302,7.9866849184036255,7.0
162,2018-07-10,4.5070721209049225,9.179637491703033,7.980754554271698,7.0
163,2018-07-11,4.7967197597026825,9.163140654563904,7.989653706550598,7.0
164,2018-07-12,5.136895477771759,9.180757999420166,8.042034983634949,7.0
165,2018-07-13,5.467931419610977,9.191416919231415,8.092686653137207,7.0
166,2018-07-16,5.777713119983673,9.2245312333107,8.161655247211456,7.0
167,2018-07-17,6.042603373527527,9.241197228431702,8.231531262397766,7.0
168,2018-07-18,6.267106831073761,9.208388447761536,8.297319948673248,7.0
169,2018-07-19,6.477183014154434,9.08426582813263,8.352091073989868,7.0
170,2018-07-20,6.690532863140106,8.826845407485962,8.36472874879837,8.0
171,2018-07-23,6.901966571807861,8.483170807361603,8.32695209980011,8.0
172,2018-07-24,7.084932565689087,8.187639355659485,8.2890043258667,8.0
173,2018-07-25,7.196011006832123,7.9878814816474915,8.2735755443573,8.0
174,2018-07-26,7.217222630977631,7.866343438625336,8.276256501674652,8.0
175,2018-07-27,7.176782727241516,7.820056438446045,8.305215954780579,8.0
176,2018-07-30,7.09333211183548,7.814979732036591,8.34568601846695,8.0
177,2018-07-31,7.010724663734436,7.861900746822357,8.40908682346344,8.0
178,2018-08-01,6.882539629936218,7.881801068782806,8.455818355083466,8.0
179,2018-08-02,6.7803380489349365,7.94292938709259,8.503487467765808,8.0
180,2018-08-03,6.700694143772125,8.014830708503723,8.554712176322937,8.0
181,2018-08-06,6.630915820598602,8.07432645559311,8.592179358005524,8.0
182,2018-08-07,6.591735422611237,8.134767651557922,8.632962167263031,8.0
183,2018-08-08,6.563537836074829,8.176882088184357,8.664990723133087,8.0
184,2018-08-09,6.519727885723114,8.189106047153473,8.675032019615173,8.0
185,2018-08-10,6.41527184844017,8.156880140304565,8.643992185592651,8.0
186,2018-08-13,6.266467899084091,8.123162627220154,8.626506626605988,8.0
187,2018-08-14,6.0356970727443695,8.070185363292694,8.626949846744537,8.0
188,2018-08-15,5.713060021400452,7.980758488178253,8.621717751026154,8.0
189,2018-08-16,5.410387545824051,7.887995660305023,8.603936493396759,8.0
190,2018-08-17,5.154702961444855,7.760546922683716,8.495416402816772,8.0
191,2018-08-20,4.98518830537796,7.608702063560486,8.282354712486267,8.0
192,2018-08-21,4.891074180603027,7.414239227771759,7.927122950553894,8.0
193,2018-08-22,4.841491878032684,7.171297550201416,7.395493507385254,9.0
194,2018-08-23,4.80001899600029,6.890076994895935,6.683267593383789,9.0
195,2018-08-24,4.767074167728424,6.607194364070892,5.896251231431961,9.0
196,2018-08-27,4.722326964139938,6.33603510260582,5.142127245664597,9.0
197,2018-08-28,4.658581614494324,6.097377777099609,4.509872734546661,9.0
198,2018-08-29,4.601637661457062,5.913342744112015,4.079308956861496,9.0
199,2018-08-30,4.554257035255432,5.78072714805603,3.8261079788208012,9.0
200,2018-08-31,4.5544222593307495,5.711996227502823,3.7754690945148472,9.0
201,2018-09-04,4.500871956348419,5.643815726041794,3.659633740782738,9.0
202,2018-09-05,4.514337062835693,5.642706036567688,3.582982882857323,9.0
203,2018-09-06,4.622159540653229,5.659120589494705,3.550042480230332,9.0
204,2018-09-07,4.839372485876083,5.6746073961257935,3.572728827595711,9.0
205,2018-09-10,5.148374944925308,5.671801865100861,3.6266244947910313,9.0
206,2018-09-11,5.4943177700042725,5.638751804828644,3.652590245008469,9.0
207,2018-09-12,5.884060382843018,5.6469182670116425,3.7257828712463383,9.0
208,2018-09-13,6.253396838903427,5.704143822193146,3.81483405828476,9.0
209,2018-09-14,6.576768219470978,5.89177018404007,3.9915966093540196,9.0
210,2018-09-17,6.839868545532227,6.310885965824127,4.42042750120163,9.0
211,2018-09-18,7.044701159000397,7.131827354431152,5.452236771583557,9.0
212,2018-09-19,7.25009959936142,8.543252050876617,7.53622967004776,10.0
213,2018-09-20,7.418426215648651,10.299846887588501,10.113183677196503,10.0
214,2018-09-21,7.51719743013382,11.816755354404448,11.57391595840454,10.0
215,2018-09-24,7.5982890129089355,11.999973773956297,11.9048735499382,10.0
216,2018-09-25,7.646554112434387,11.999994099140165,11.981360495090483,10.0
217,2018-09-26,7.656984865665436,11.999998688697813,11.996600449085234,10.0
218,2018-09-27,7.662744760513306,11.999999999999998,11.999375164508818,10.0
219,2018-09-28,7.6686692237854,11.999999999999998,11.99988394975662,10.0
220,2018-10-01,7.925237953662872,11.999999999999998,11.999979019165037,10.0
221,2018-10-02,8.102472245693207,11.999999999999998,11.999996721744536,10.0
222,2018-10-03,8.167692482471466,11.999999999999998,11.999999344348906,10.0
223,2018-10-04,8.12110584974289,11.999999999999998,11.999999999999998,10.0
224,2018-10-05,7.975190043449402,11.999999999999998,11.999999999999998,10.0
225,2018-10-08,7.716180324554443,11.999999999999998,11.999999999999998,10.0
226,2018-10-09,7.36440908908844,11.999999999999998,11.999999999999998,10.0
227,2018-10-10,6.960658490657806,11.999999999999998,11.999999344348906,10.0
228,2018-10-11,6.574274778366089,11.999999999999998,11.999998688697813,10.0
229,2018-10-12,6.252954602241516,11.999999999999998,11.999994754791258,10.0
230,2018-10-15,6.026206851005554,11.999999999999998,11.999989509582518,10.0
231,2018-10-16,5.907905429601669,11.999999999999998,11.999985575675963,10.0
232,2018-10-17,5.940323442220688,11.999999999999998,11.99999016523361,10.0
233,2018-10-18,6.177076756954193,11.390338897705076,11.618807733058928,10.0
234,2018-10-19,6.561834454536438,10.432019591331482,10.967860281467438,10.0
235,2018-10-22,6.941779017448425,9.620664477348328,10.428260743618011,11.0
236,2018-10-23,7.234579026699066,9.100649893283844,10.127684712409973,11.0
237,2018-10-24,7.442876100540161,8.798581600189209,10.001245677471161,11.0
238,2018-10-25,7.589408874511719,8.623617172241211,9.964486598968506,11.0
239,2018-10-26,7.702360510826111,8.538427114486694,9.977520942687988,11.0
240,2018-10-29,7.786463499069214,8.496508717536926,10.000815570354462,11.0
241,2018-10-30,7.853042244911194,8.48371958732605,10.02095651626587,11.0
242,2018-10-31,7.9115118980407715,8.494992196559906,10.037269115447998,11.0
243,2018-11-01,7.901405692100525,8.473004937171936,10.017311096191406,11.0
244,2018-11-02,7.878147125244141,8.498499274253845,10.021100759506226,11.0
245,2018-11-05,7.777226686477661,8.524828255176544,10.039937615394592,11.0
246,2018-11-06,7.607467472553253,8.542188584804535,10.06261920928955,11.0
247,2018-11-07,7.445744574069977,8.557535409927368,10.064841866493225,11.0
248,2018-11-08,7.348259747028351,8.587413430213928,10.047105193138123,11.0
249,2018-11-09,7.31512051820755,8.633451282978058,10.01850438117981,11.0
250,2018-11-12,7.332114994525909,8.686871111392975,9.981010973453522,11.0
251,2018-11-13,7.396442234516144,8.744405150413513,9.941247701644897,11.0
252,2018-11-14,7.515452086925507,8.812113583087921,9.913505792617798,11.0
253,2018-11-15,7.6755194664001465,8.866873562335968,9.884596824645996,11.0
254,2018-11-16,7.871438503265381,8.906452596187592,9.856750667095184,11.0
255,2018-11-19,8.081620573997498,8.917384922504425,9.812020182609558,11.0
256,2018-11-20,8.316980302333832,8.948159873485565,9.776444554328918,11.999999999999998
257,2018-11-21,8.557342648506165,8.992315351963043,9.72499167919159,11.999999999999998
258,2018-11-23,8.789329707622528,9.05931305885315,9.658117890357971,11.999999999999998
259,2018-11-26,8.98463898897171,9.127405047416687,9.568023562431335,11.999999999999998
260,2018-11-27,9.152258813381195,9.203278303146362,9.492223083972931,11.999999999999998
261,2018-11-28,9.278541803359985,9.260453045368195,9.426589787006378,11.999999999999998
262,2018-11-29,9.349356710910797,9.28114801645279,9.361425936222076,11.999999999999998
263,2018-11-30,9.377114355564117,9.283013343811035,9.320042550563812,11.999999999999998
264,2018-12-03,9.374847114086151,9.282507181167603,9.300670683383942,11.999999999999998
265,2018-12-04,9.311789214611053,9.28373259305954,9.289698362350464,11.999999999999998
266,2018-12-05,9.18974107503891,9.301437795162201,9.292168855667114,11.999999999999998
267,2018-12-06,9.005254626274109,9.341286301612854,9.303758144378662,11.999999999999998
268,2018-12-07,8.765366971492767,9.406310498714447,9.32497501373291,11.999999999999998
269,2018-12-10,8.4757639169693,9.468544900417328,9.333722710609436,11.999999999999998
270,2018-12-11,8.15961354970932,9.51280528306961,9.348544359207153,11.999999999999998
271,2018-12-12,7.822993755340576,9.486204862594604,9.351075172424316,11.999999999999998
272,2018-12-13,7.504707932472229,9.37509298324585,9.329980254173279,11.999999999999998
273,2018-12-14,7.336315095424652,9.287888765335083,9.347639560699463,11.999999999999998
274,2018-12-17,7.452841341495514,9.331077814102173,9.437176585197449,11.999999999999998
275,2018-12-18,7.845712065696716,9.494525074958801,9.565850734710693,11.999999999999998
276,2018-12-19,8.326215147972107,9.727564454078674,9.740619778633118,1.0
277,2018-12-20,8.72188812494278,10.040412962436676,10.056467890739441,1.0
278,2018-12-21,9.013481080532074,10.266815841197968,10.361864924430847,1.0
279,2018-12-24,9.221214950084686,10.337579607963562,10.551994562149048,1.0
280,2018-12-26,9.320576250553131,10.295757591724396,10.626540780067444,1.0
281,2018-12-27,9.314255118370056,10.23324716091156,10.662941217422485,1.0
282,2018-12-28,9.223006844520569,10.187840700149536,10.69101095199585,1.0
283,2018-12-31,9.061611771583557,10.148055791854858,10.694828808307648,1.0
284,2019-01-02,8.885005593299866,10.248353362083435,10.56579077243805,1.0
285,2019-01-03,8.734168469905853,10.267689824104309,10.486668109893799,1.0
286,2019-01-04,8.647282898426056,10.268022894859314,10.418704628944397,1.0
287,2019-01-07,8.651347935199738,10.268744111061096,10.38678753376007,1.0
288,2019-01-08,8.759124517440796,10.279648900032043,10.394163608551025,1.0
289,2019-01-09,8.959478378295898,10.30711019039154,10.441580295562744,1.0
290,2019-01-10,9.17124319076538,10.311803996562958,10.474993586540222,1.0
291,2019-01-11,9.343419790267944,10.326490581035614,10.53715193271637,1.0
292,2019-01-14,9.403915405273438,10.342592716217041,10.614723324775696,1.0
293,2019-01-15,9.354950726032257,10.378564357757568,10.703946948051453,1.0
294,2019-01-16,9.248084843158722,10.366255164146423,10.742198944091797,1.0
295,2019-01-17,9.125435471534729,9.960689067840576,10.478220701217651,1.0
296,2019-01-18,9.079479575157166,8.341131210327148,9.281514525413513,1.0
297,2019-01-22,9.132827937602997,5.835827082395554,7.336368203163147,2.0
298,2019-01-23,9.161448419094086,4.543171286582947,6.310593873262405,2.0
299,2019-01-24,9.13833737373352,4.195702433586121,6.05839079618454,2.0
300,2019-01-25,9.11019879579544,4.178163766860962,6.070909798145294,2.0
301,2019-01-28,9.080718755722046,4.2830518782138824,6.148500859737396,2.0
302,2019-01-29,9.050897121429443,4.405747801065445,6.213119864463806,2.0
303,2019-01-30,9.017479240894318,4.4953736662864685,6.238804340362549,2.0
304,2019-01-31,8.96900498867035,4.55118203163147,6.245370030403137,2.0
305,2019-02-01,8.834104776382446,4.442300021648407,6.157125294208527,2.0
306,2019-02-04,8.721724212169647,4.421554237604141,6.147802919149399,2.0
307,2019-02-05,8.647808074951172,4.3724653124809265,6.178232342004776,2.0
308,2019-02-06,8.607228517532349,4.324634909629822,6.223008066415787,2.0
309,2019-02-07,8.585768401622772,4.28738409280777,6.266092538833618,2.0
310,2019-02-08,8.597948431968689,4.275116205215454,6.298846572637558,2.0
311,2019-02-11,8.622640252113342,4.277083158493042,6.290327042341232,2.0
312,2019-02-12,8.678621053695679,4.319866359233856,6.249026268720627,2.0
313,2019-02-13,8.723057806491852,4.42714923620224,6.170291751623154,2.0
314,2019-02-14,8.726414740085602,4.721012711524963,6.122438728809357,2.0
315,2019-02-15,8.691102027893066,5.486818432807922,6.282259583473206,2.0
316,2019-02-19,8.571586012840271,6.674425482749939,6.612073063850403,2.9999999999999996
317,2019-02-20,8.43626880645752,7.629853367805481,6.795309841632843,2.9999999999999996
318,2019-02-21,8.366401970386505,8.122269630432129,6.707604706287384,2.9999999999999996
319,2019-02-22,8.308136224746704,8.394954264163971,6.45899099111557,2.9999999999999996
320,2019-02-25,8.225991666316986,8.68828010559082,6.277690023183823,2.9999999999999996
321,2019-02-26,8.115229904651642,9.101927101612091,6.363525569438934,2.9999999999999996
322,2019-02-27,8.01496970653534,9.686434149742126,6.879038453102112,2.9999999999999996
323,2019-02-28,8.01446157693863,10.449360251426697,7.885235369205475,2.9999999999999996
324,2019-03-01,8.197664260864258,11.321073293685911,9.24356871843338,2.9999999999999996
325,2019-03-04,8.55577826499939,11.999999999999998,10.524875521659851,2.9999999999999996
326,2019-03-05,8.92466527223587,11.999999999999998,11.318494617938994,2.9999999999999996
327,2019-03-06,9.164789617061615,11.999999999999998,11.599518477916716,2.9999999999999996
328,2019-03-07,9.279106974601746,11.999999999999998,11.603311419486998,2.9999999999999996
329,2019-03-08,9.33458685874939,11.999999999999998,11.49609214067459,2.9999999999999996
330,2019-03-11,9.377867698669434,11.999999999999998,11.373093307018278,2.9999999999999996
331,2019-03-12,9.432287395000458,11.999999999999998,11.280223608016966,2.9999999999999996
332,2019-03-13,9.500597715377808,11.999999999999998,11.230379045009611,2.9999999999999996
333,2019-03-14,9.567729830741882,11.999999999999998,11.21133369207382,2.9999999999999996
334,2019-03-15,9.612176418304443,11.999999999999998,11.197226047515867,2.9999999999999996
335,2019-03-18,9.636839389801025,11.999999999999998,11.185980319976805,2.9999999999999996
336,2019-03-19,9.649827182292938,11.999999999999998,11.164174675941466,2.9999999999999996
337,2019-03-20,9.665107786655426,11.999999999999998,11.102431356906889,4.0
338,2019-03-21,9.698033928871155,11.999999999999998,10.946286737918854,4.0
339,2019-03-22,9.771252453327179,11.999999999999998,10.689540982246399,4.0
340,2019-03-25,9.904289960861206,11.77886265516281,10.46207594871521,4.0
341,2019-03-26,10.042542517185211,11.486009538173674,10.313468039035797,4.0
342,2019-03-27,10.110273241996765,11.280682563781737,10.172595500946045,4.0
343,2019-03-28,10.111330151557922,11.023273944854735,9.96330052614212,4.0
344,2019-03-29,10.086972713470459,10.633906364440918,9.635737895965576,4.0
345,2019-04-01,10.050294280052185,10.078301072120667,9.20386117696762,4.0
346,2019-04-02,10.014572441577911,9.333065748214722,8.664339661598206,4.0
347,2019-04-03,9.988630950450897,8.33786016702652,8.010763049125671,4.0
348,2019-04-04,10.001421391963959,7.488369107246399,7.462209939956665,4.0
349,2019-04-05,10.062562823295593,7.121643126010895,7.220466136932373,4.0
350,2019-04-08,10.135823965072632,7.0993332862854,7.2208346128463745,4.0
351,2019-04-09,10.19156414270401,7.2579628229141235,7.352773904800415,4.0
352,2019-04-10,10.224658131599426,7.49387264251709,7.543085813522339,4.0
353,2019-04-11,10.241916835308075,7.739879488945007,7.746020317077637,4.0
354,2019-04-12,10.250859916210175,7.955084502696991,7.930957198143005,4.0
355,2019-04-15,10.25256723165512,8.11820787191391,8.076284229755402,4.0
356,2019-04-16,10.253388106822968,8.236915469169617,8.18467777967453,4.0
357,2019-04-17,10.26133918762207,8.328407645225525,8.26982718706131,4.0
358,2019-04-18,10.27609395980835,8.399126172065735,8.333330273628235,5.0
359,2019-04-22,10.295170783996582,8.45117962360382,8.37313026189804,5.0
360,2019-04-23,10.315302550792694,8.48563015460968,8.391335725784302,5.0
361,2019-04-24,10.329684257507324,8.50300818681717,8.394897222518921,5.0
